Card 0 (Item 282):
	Name: KURIBOO
	Sort Value: 466
Card 226 (Item 473):
	Name: W_KOOPA
	Icon id: 137
	AnimPose Name: p_kuppa_w
	Animation Name: Z_1
	Name Message: ename_339 (Bowser (2))
	Description Message: ehelp_339
	Buy Price: 140
	Sell Price: 70
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 467
Card 227 (Item 476):
	Name: ANNNA
	Icon id: 138
	AnimPose Name: FRY_infom
	Animation Name: Z_2
	Name Message: ename_342 (Tippi)
	Description Message: ehelp_342
	Buy Price: 400
	Sell Price: 240
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 468
Card 228 (Item 477):
	Name: FAIRY_CATCH
	Icon id: 138
	AnimPose Name: FRY_throw
	Animation Name: Z_1
	Name Message: ename_343 (Thoreau)
	Description Message: ehelp_343
	Buy Price: 300
	Sell Price: 180
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 469
Card 229 (Item 478):
	Name: FAIRY_BOMB
	Icon id: 138
	AnimPose Name: FRY_bakudan
	Animation Name: Z_1
	Name Message: ename_344 (Boomer)
	Description Message: ehelp_344
	Buy Price: 280
	Sell Price: 168
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 470
Card 230 (Item 479):
	Name: FAIRY_SLIT
	Icon id: 138
	AnimPose Name: FRY_slit
	Animation Name: Z_1
	Name Message: ename_345 (Slim)
	Description Message: ehelp_345
	Buy Price: 250
	Sell Price: 150
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 471
Card 231 (Item 480):
	Name: FAIRY__HIPATTACK
	Icon id: 138
	AnimPose Name: FRY_hipat
	Animation Name: Z_1
	Name Message: ename_346 (Thudley)
	Description Message: ehelp_346
	Buy Price: 225
	Sell Price: 135
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 472
Card 232 (Item 481):
	Name: FAIRY_RIDE
	Icon id: 138
	AnimPose Name: FRY_move
	Animation Name: Z_1
	Name Message: ename_347 (Carrie)
	Description Message: ehelp_347
	Buy Price: 240
	Sell Price: 144
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 473
Card 233 (Item 482):
	Name: FAIRY_REVERSE
	Icon id: 138
	AnimPose Name: FRY_mekri
	Animation Name: Z_1
	Name Message: ename_348 (Fleep)
	Description Message: ehelp_348
	Buy Price: 260
	Sell Price: 156
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 474
Card 234 (Item 483):
	Name: FAIRY_HAMMER
	Icon id: 138
	AnimPose Name: FRY_hummr
	Animation Name: Z_1
	Name Message: ename_349 (Cudge)
	Description Message: ehelp_349
	Buy Price: 290
	Sell Price: 174
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 475
Card 235 (Item 484):
	Name: FAIRY_MINI
	Icon id: 138
	AnimPose Name: FRY_mini
	Animation Name: Z_1
	Name Message: ename_350 (Dottie)
	Description Message: ehelp_350
	Buy Price: 300
	Sell Price: 180
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 476
Card 236 (Item 486):
	Name: FAIRY_COUNTER
	Icon id: 138
	AnimPose Name: FRY_count
	Animation Name: Z_1
	Name Message: ename_352 (Barry)
	Description Message: ehelp_352
	Buy Price: 220
	Sell Price: 132
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 477
Card 237 (Item 487):
	Name: FAIRY_DASH
	Icon id: 138
	AnimPose Name: FRY_dash
	Animation Name: Z_1
	Name Message: ename_353 (Dashell)
	Description Message: ehelp_353
	Buy Price: 210
	Sell Price: 126
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 478
Card 238 (Item 485):
	Name: FAIRY_SOUND
	Icon id: 138
	AnimPose Name: FRY_pkyrn
	Animation Name: Z_1
	Name Message: ename_351 (Piccolo)
	Description Message: ehelp_351
	Buy Price: 200
	Sell Price: 120
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 479
Card 239 (Item 536):
	Name: JYASUMING_2SEI
	Icon id: 137
	AnimPose Name: FRY_info2
	Animation Name: Z_2
	Name Message: ename_417 (Tiptron)
	Description Message: ehelp_417
	Buy Price: 500
	Sell Price: 300
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 480
Card 240 (Item 488):
	Name: SMRPG64_KURIO
	Icon id: 138
	AnimPose Name: e_card_krio
	Animation Name: Z_1
	Name Message: ename_354 (Goombario)
	Description Message: ehelp_354
	Buy Price: 450
	Sell Price: 315
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 481
Card 241 (Item 489):
	Name: SMRPG64_KAMEKI
	Icon id: 138
	AnimPose Name: e_card_kameki
	Animation Name: Z_1
	Name Message: ename_355 (Kooper)
	Description Message: ehelp_355
	Buy Price: 470
	Sell Price: 329
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 482
Card 242 (Item 490):
	Name: SMRPG64_PINKY
	Icon id: 138
	AnimPose Name: e_card_pinky
	Animation Name: Z_1
	Name Message: ename_356 (Bombette)
	Description Message: ehelp_356
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 483
Card 243 (Item 491):
	Name: SMRPG64_PALETTA
	Icon id: 138
	AnimPose Name: e_card_paleta
	Animation Name: Z_1
	Name Message: ename_357 (Parakarry)
	Description Message: ehelp_357
	Buy Price: 490
	Sell Price: 343
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 484
Card 244 (Item 492):
	Name: SMRPG64_LESALESA
	Icon id: 138
	AnimPose Name: e_card_resa
	Animation Name: Z_1
	Name Message: ename_358 (Bow)
	Description Message: ehelp_358
	Buy Price: 550
	Sell Price: 385
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 485
Card 245 (Item 493):
	Name: SMRPG64_AKARIN
	Icon id: 138
	AnimPose Name: e_card_aka
	Animation Name: Z_1
	Name Message: ename_359 (Watt)
	Description Message: ehelp_359
	Buy Price: 525
	Sell Price: 367
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 486
Card 246 (Item 494):
	Name: SMRPG64_OPUKU
	Icon id: 138
	AnimPose Name: e_card_opu
	Animation Name: Z_1
	Name Message: ename_360 (Sushie)
	Description Message: ehelp_360
	Buy Price: 470
	Sell Price: 329
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 487
Card 247 (Item 495):
	Name: SMRPG64_POKOPI
	Icon id: 138
	AnimPose Name: e_card_pokopi
	Animation Name: Z_1
	Name Message: ename_361 (Lakilester)
	Description Message: ehelp_361
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 488
Card 248 (Item 496):
	Name: MARIOST_KURI
	Icon id: 138
	AnimPose Name: e_card_kuris
	Animation Name: Z_1
	Name Message: ename_362 (Goombella)
	Description Message: ehelp_362
	Buy Price: 510
	Sell Price: 357
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 489
Card 249 (Item 497):
	Name: MARIOST_NOKO
	Icon id: 138
	AnimPose Name: e_card_nokota
	Animation Name: Z_1
	Name Message: ename_363 (Koops)
	Description Message: ehelp_363
	Buy Price: 470
	Sell Price: 329
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 490
Card 250 (Item 498):
	Name: MARIOST_CLOUD
	Icon id: 138
	AnimPose Name: e_card_clouda
	Animation Name: Z_1
	Name Message: ename_364 (Madame Flurrie)
	Description Message: ehelp_364
	Buy Price: 465
	Sell Price: 325
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 491
Card 251 (Item 499):
	Name: MARIOST_YOSHI
	Icon id: 138
	AnimPose Name: e_card_tibiyo
	Animation Name: Z_1
	Name Message: ename_365 (Yoshi)
	Description Message: ehelp_365
	Buy Price: 520
	Sell Price: 364
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 492
Card 252 (Item 500):
	Name: MARIOST_VIVI
	Icon id: 138
	AnimPose Name: e_card_bibi
	Animation Name: Z_1
	Name Message: ename_366 (Vivian)
	Description Message: ehelp_366
	Buy Price: 540
	Sell Price: 378
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 493
Card 253 (Item 501):
	Name: MARIOST_BARERU
	Icon id: 138
	AnimPose Name: e_card_barel
	Animation Name: Z_1
	Name Message: ename_367 (Admiral Bobbery)
	Description Message: ehelp_367
	Buy Price: 480
	Sell Price: 336
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 494
Card 254 (Item 502):
	Name: MARIOST_CHUCHU
	Icon id: 138
	AnimPose Name: e_card_tyu
	Animation Name: Z_1
	Name Message: ename_368 (Ms. Mowz)
	Description Message: ehelp_368
	Buy Price: 520
	Sell Price: 364
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 495
Card 255 (Item 537):
	Name: KINOPIO
	Icon id: 137
	AnimPose Name: n_kinoipio
	Animation Name: Z_1
	Name Message: ename_418 (Toad)
	Description Message: ehelp_418
	Buy Price: 100
	Sell Price: 50
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 496
